City,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed,Country,Date
Santa Isabel Rio Negro,-0.4139,-65.0192,73.33,99,100,1.5,BR,1636773913
Wailuku,20.8911,-156.5047,81.55,68,40,6.91,US,1636773913
Devarkonda,16.7,78.9333,73.08,95,100,6.04,IN,1636773914
Port Alfred,-33.5906,26.891,61.16,85,89,4.7,ZA,1636773914
Hasaki,35.7333,140.8333,66.29,53,24,9.64,JP,1636773915
Port-Gentil,-0.7193,8.7815,79.2,81,100,5.19,GA,1636773915
San Patricio,28.017,-97.5169,73.26,54,0,11.32,US,1636773915
Pangnirtung,66.1451,-65.7125,1.44,86,53,5.86,CA,1636773916
Ankazoabo,-22.2833,44.5167,70.86,83,25,4.14,MG,1636773916
Marzuq,14.4,46.4667,60.22,32,20,2.44,YE,1636773917
Chui,-33.6971,-53.4616,57.54,72,22,9.66,UY,1636773917
Evensk,61.95,159.2333,34.43,93,100,8.88,RU,1636773918
Marsá Maţrūḩ,31.3525,27.2453,68.34,72,100,9.17,EG,1636773918
Iqaluit,63.7506,-68.5145,11.93,72,90,11.99,CA,1636773918
Yellowknife,62.456,-114.3525,27.41,96,90,17.27,CA,1636773919
Sørland,67.667,12.6934,40.14,61,100,17.43,NO,1636773733
Uyuni,-20.4597,-66.825,47.52,17,69,5.99,BO,1636773920
Qandala,11.472,49.8728,76.24,72,8,6.17,SO,1636773920
Vysokogornyy,50.1167,139.15,23.31,78,100,8.95,RU,1636773921
Namatanai,-3.6667,152.4333,84.6,71,100,4.05,PG,1636773921
Husavik,66.0449,-17.3389,13.91,83,99,13.13,IS,1636773922
Bocana de Paiwas,12.7857,-85.1227,71.02,94,78,4.34,NI,1636773731
Hermanus,-34.4187,19.2345,62.91,89,23,6.96,ZA,1636773923
Lorengau,-2.0226,147.2712,84.42,74,32,3.24,PG,1636773923
Thinadhoo,0.5333,72.9333,82.2,77,72,15.26,MV,1636773923
Nishihara,26.1842,127.7558,70.88,58,90,11.5,JP,1636773924
San Cristobal,7.7669,-72.225,65.05,80,12,1.63,VE,1636773924
Estrela,-28.0611,-50.9383,53.71,81,96,9.48,BR,1636773925
Loudi,27.7344,111.9944,63.93,48,2,1.41,CN,1636773925
Vila,42.0304,-8.1588,44.92,79,19,3.51,PT,1636773925
Sola,-13.8833,167.55,82.53,74,50,10.09,VU,1636773926
Canyon,34.9803,-101.9188,45.68,42,10,7.76,US,1636773827
Yatou,37.15,122.3833,56.52,43,0,13.49,CN,1636773926
San Antonio,29.4241,-98.4936,65.95,53,75,6.91,US,1636773703
Katsuura,35.1333,140.3,60.91,57,8,4.32,JP,1636773927
At-Bashi,41.1702,75.8106,21.78,53,29,3.49,KG,1636773928
Atikokan,48.7555,-91.6216,25.63,89,100,11.14,CA,1636773928
Lima,-12.0432,-77.0282,63.9,83,90,10.36,PE,1636773720
Upernavik,72.7868,-56.1549,3.09,78,71,7.54,GL,1636773929
Hithadhoo,-0.6,73.0833,81.86,77,60,12.06,MV,1636773929
Kruisfontein,-34.0033,24.7314,52.88,93,4,6.22,ZA,1636773930
Beyneu,45.3167,55.2,31.71,32,100,12.46,KZ,1636773930
Avera,33.194,-82.5271,58.87,43,0,5.3,US,1636773931
Talnakh,69.4865,88.3972,8.64,90,100,14.79,RU,1636773931
Russell,32.3502,-85.1999,52.83,81,1,3.44,US,1636773932
Saint-Joseph,-21.3667,55.6167,78.48,73,48,4.43,RE,1636773932
Torbay,47.6666,-52.7314,34.27,82,40,9.22,CA,1636773934
Xining,36.6167,101.7667,28.89,53,2,2.44,CN,1636773934
Aklavik,68.2191,-135.0107,14.83,94,100,13.33,CA,1636773934
Cooma,-36.2333,149.1333,49.77,100,75,21.85,AU,1636773935
Houston,29.7633,-95.3633,66.9,63,75,1.99,US,1636773313
Ngaoundéré,7.3167,13.5833,66.06,50,85,2.53,CM,1636773935
Jamestown,42.097,-79.2353,47.84,58,90,20.0,US,1636773933
Butaritari,3.0707,172.7902,82.11,74,32,10.6,KI,1636773936
Sur,22.5667,59.5289,77.59,49,0,11.43,OM,1636773936
Katobu,-4.9408,122.5276,83.93,74,100,3.06,ID,1636773937
Camacupa,-12.0167,17.4833,59.56,91,97,4.43,AO,1636773937
Dikson,73.5069,80.5464,10.11,94,100,11.16,RU,1636773938
Gayny,60.3071,54.3241,29.14,97,100,4.7,RU,1636773938
Pierre,44.3683,-100.351,31.05,78,1,11.01,US,1636773652
Vila Velha,-20.3297,-40.2925,66.15,89,75,4.0,BR,1636773939
Bambous Virieux,-20.3428,57.7575,78.22,83,40,3.44,MU,1636773940
Carballo,43.213,-8.691,55.76,89,94,2.39,ES,1636773941
Necochea,-38.5473,-58.7368,58.03,75,3,15.95,AR,1636773941
Olafsvik,64.8945,-23.7142,40.95,67,100,13.18,IS,1636773941
Tashla,51.7716,52.7427,31.73,98,99,16.15,RU,1636773942
Yar-Sale,66.8333,70.8333,15.78,96,100,5.44,RU,1636773942
Bitung,1.4451,125.1824,86.85,71,99,7.23,ID,1636773943
Nikolskoye,59.7035,30.7861,39.09,90,99,4.54,RU,1636773943
Mondeville,49.175,-0.3224,54.55,87,90,13.8,FR,1636773944
Leningradskiy,69.3833,178.4167,8.04,89,95,2.39,RU,1636773944
De Aar,-30.6497,24.0123,62.65,56,99,6.69,ZA,1636773944
Kysyl-Syr,63.8986,122.7617,-1.59,86,100,5.3,RU,1636773945
Vavatenina,-17.4667,49.2,72.18,77,82,1.86,MG,1636773945
Xianshuigu,38.985,117.3828,53.6,43,0,4.47,CN,1636773946
Kamenka,51.3223,42.7678,35.37,85,45,15.28,RU,1636773946
Ponta do Sol,32.6667,-17.1,67.71,65,4,4.09,PT,1636773947
Dalby,-27.1833,151.2667,74.98,26,0,8.01,AU,1636773947
Ancud,-41.8697,-73.8203,51.33,96,100,4.81,CL,1636773948
Tasiilaq,65.6145,-37.6368,24.96,83,100,4.36,GL,1636773948
Prince Rupert,54.3161,-130.3201,46.09,91,90,5.75,CA,1636773949
Mayo,38.8876,-76.5119,54.5,93,1,0.0,US,1636773949
Chokurdakh,70.6333,147.9167,-3.48,91,100,8.3,RU,1636773950
Ribeira Grande,38.5167,-28.7,66.92,88,100,17.2,PT,1636773950
Clyde River,70.4692,-68.5914,-4.67,94,81,7.29,CA,1636773951
Boende,-0.2167,20.8667,70.97,97,99,1.41,CD,1636773951
Atuona,-9.8,-139.0333,78.31,73,11,12.86,PF,1636773952
Hofn,64.2539,-15.2082,37.69,93,100,15.21,IS,1636773952
Gazli,40.1333,63.45,41.92,60,99,4.83,UZ,1636773953
Mar del Plata,-38.0023,-57.5575,61.88,87,2,31.0,AR,1636773670
Samarai,-10.6167,150.6667,84.76,72,99,8.34,PG,1636773792
Huarmey,-10.0681,-78.1522,64.06,85,84,8.9,PE,1636773954
Tuktoyaktuk,69.4541,-133.0374,17.6,93,90,10.36,CA,1636773954
Solnechnyy,50.7214,136.6319,29.59,66,29,3.58,RU,1636773955
Banda Aceh,5.5577,95.3222,83.14,70,88,12.53,ID,1636773955
Altay,47.8667,88.1167,28.62,57,80,4.76,CN,1636773956
Okato,-39.2,173.8833,68.41,99,100,8.55,NZ,1636773957
Kavaratti,10.5669,72.642,82.62,72,64,5.37,IN,1636773958
Te Anau,-45.4167,167.7167,50.2,95,100,3.29,NZ,1636773958
Cape Town,-33.9258,18.4232,65.08,90,20,3.0,ZA,1636773793
Nyrob,60.733,56.7202,28.69,98,100,4.27,RU,1636773959
Capitão Poço,-1.7464,-47.0594,73.71,88,8,4.45,BR,1636773959
Hay River,60.8156,-115.7999,28.38,93,75,6.91,CA,1636773960
Puerto del Rosario,28.5004,-13.8627,67.75,64,42,8.05,ES,1636773960
Yaan,7.3833,8.5667,74.79,85,8,5.64,NG,1636773961
Sterling,39.0062,-77.4286,52.59,86,1,5.01,US,1636773961
Salamanca,40.8333,-6.0,38.98,85,5,5.53,ES,1636773962
Isabela,6.7085,121.9711,87.85,69,100,1.92,PH,1636773962
Vardø,70.3705,31.1107,29.35,65,69,12.15,NO,1636773963
San Andrés,12.5847,-81.7006,84.22,74,40,8.05,CO,1636773859
Kaeo,-35.1,173.7833,73.33,93,100,12.03,NZ,1636773963
Mackay,-21.15,149.2,85.05,44,38,12.66,AU,1636773964
New Norfolk,-42.7826,147.0587,54.75,67,99,1.99,AU,1636773965
Biała Podlaska,52.0324,23.1165,37.15,94,70,6.91,PL,1636773965
Kargasok,59.0556,80.8572,19.04,92,77,10.76,RU,1636773965
Kulhudhuffushi,6.6221,73.07,82.36,79,91,24.23,MV,1636773966
Hamilton,39.1834,-84.5333,40.62,87,90,1.99,US,1636773966
Gizo Government Station,-8.103,156.8419,84.83,70,39,4.47,SB,1636773910
Bredasdorp,-34.5322,20.0403,61.29,90,33,6.17,ZA,1636773967
Alice Springs,-23.7,133.8833,69.35,26,0,6.91,AU,1636773968
Khovd,48.0056,91.6419,31.91,20,80,6.51,MN,1636773968
Zhicheng,30.2956,111.5047,63.28,50,0,1.01,CN,1636773969
Petatlán,17.5167,-101.2667,78.6,92,1,3.94,MX,1636773969
Walvis Bay,-22.9575,14.5053,59.09,94,0,5.75,NA,1636773970
Bengkulu,-3.8004,102.2655,83.21,69,50,4.74,ID,1636773971
Ahipara,-35.1667,173.1667,66.87,98,100,13.44,NZ,1636773971
Mikhaylovka,50.06,43.2379,35.33,87,6,13.35,RU,1636773971
Kailua,21.4022,-157.7394,80.58,68,20,5.75,US,1636773972
Alta Floresta,-9.8756,-56.0861,70.3,97,100,1.61,BR,1636773972
Aracati,-4.5617,-37.7697,81.16,73,58,12.86,BR,1636773973
Dali,25.7,100.1833,58.51,67,78,1.66,CN,1636773973
Hilo,19.7297,-155.09,78.53,75,1,11.5,US,1636773974
Broome,42.2506,-75.833,45.01,69,1,5.75,US,1636773974
Deputatsky,69.3,139.9,-3.17,99,100,3.56,RU,1636773975
Pilar,-9.5972,-35.9567,76.93,92,71,5.48,BR,1636773975
Port Lincoln,-34.7333,135.8667,56.32,67,98,11.16,AU,1636773975
Saint Paul Harbor,57.79,-152.4072,22.51,80,90,9.22,US,1636773939
Luanda,-8.8368,13.2343,77.7,84,100,9.1,AO,1636773976
Mercedes,-34.6515,-59.4307,68.86,66,2,13.27,AR,1636773977
Moscow,55.7522,37.6156,39.43,87,100,13.02,RU,1636773769
Kahului,20.8947,-156.47,82.42,68,40,6.91,US,1636773977
Malbork,54.0359,19.0266,41.88,94,76,7.02,PL,1636773978
Padang,-0.9492,100.3543,86.05,67,60,3.98,ID,1636773978
Hong Kong,22.2855,114.1577,75.96,46,99,1.99,HK,1636773979
Half Moon Bay,37.4636,-122.4286,65.97,85,1,4.61,US,1636773979
Satipo,-11.2522,-74.6386,69.62,98,100,2.1,PE,1636773980
Ucluelet,48.9329,-125.5528,49.08,88,13,10.38,CA,1636773981
Takoradze,4.8845,-1.7554,78.66,86,95,5.97,GH,1636773981
Vila Franca do Campo,37.7167,-25.4333,70.21,73,92,16.49,PT,1636773982
Staraya Kulatka,52.7167,47.6167,36.73,86,97,19.93,RU,1636773982
Mount Gambier,-37.8333,140.7667,57.11,51,40,19.57,AU,1636773883
Lagoa,39.05,-27.9833,66.13,86,100,19.44,PT,1636773983
Grand Gaube,-20.0064,57.6608,78.39,76,98,5.01,MU,1636773984
Kirakira,-10.4544,161.9205,85.91,71,29,8.05,SB,1636773984
Paamiut,61.994,-49.6678,13.14,67,0,8.84,GL,1636773984
Porosozero,62.7191,32.727,30.36,84,100,3.15,RU,1636773985
Palauig,15.435,119.9045,86.56,61,99,3.6,PH,1636773986
Fairbanks,64.8378,-147.7164,5.09,81,90,0.0,US,1636773986
Lompoc,34.6391,-120.4579,71.91,82,1,3.44,US,1636773987
Belyy Yar,53.6039,91.3903,39.09,63,0,11.18,RU,1636773987
Krasnosel'kup,65.7,82.4667,5.94,93,100,15.37,RU,1636773988
Ocós,14.5094,-92.1933,81.32,71,0,1.99,GT,1636773988
Norman Wells,65.282,-126.8329,6.84,78,90,17.27,CA,1636773690
Thompson,55.7435,-97.8558,23.16,74,90,3.44,CA,1636773989
Fort-Shevchenko,44.5086,50.263,49.71,74,100,16.89,KZ,1636773989
Oparino,59.8518,48.2783,30.51,93,100,3.24,RU,1636773990
Brewster,41.3973,-73.6171,52.74,95,90,0.0,US,1636773990
Bilma,18.6853,12.9164,76.86,14,73,4.61,NE,1636773991
Severo-Kuril'sk,50.6789,156.125,42.8,96,100,6.29,RU,1636773991
Tiznit Province,29.5833,-9.5,51.96,80,5,2.91,MA,1636773992
Quzhou,28.9594,118.8686,62.69,57,99,4.63,CN,1636773992
Gao,16.6362,1.637,73.27,11,93,9.75,ML,1636773781
Anloga,5.7947,0.8973,80.74,81,23,8.88,GH,1636773993
Bandarbeyla,9.4942,50.8122,77.13,78,55,11.95,SO,1636773920
Luena,-11.7833,19.9167,60.13,93,85,0.58,AO,1636773994
Saskylakh,71.9167,114.0833,-24.27,96,16,5.46,RU,1636773994
Kangaatsiaq,68.3065,-53.4641,15.67,88,100,9.51,GL,1636773994
Soligalich,59.0778,42.2864,30.6,97,100,4.83,RU,1636773995
Hot Springs,34.5037,-93.0552,47.91,57,1,3.44,US,1636773996
A Coruña,43.3713,-8.396,56.79,88,20,1.99,ES,1636773894
Kärdla,58.9978,22.7492,35.02,83,70,3.53,EE,1636773996
Pevek,69.7008,170.3133,9.7,95,100,6.29,RU,1636773997
Ajaigarh,24.9,80.2667,60.26,46,9,0.58,IN,1636773997
Joshīmath,30.5667,79.5667,60.08,14,0,4.36,IN,1636773997
Troitsko-Pechorsk,62.7084,56.1964,29.86,95,100,7.05,RU,1636773998
Kushima,31.4583,131.2333,62.64,55,100,4.79,JP,1636773998
Kandrian,-6.2167,149.55,86.74,67,100,8.9,PG,1636773999
Jiayuguan City,39.8167,98.3,35.08,21,0,2.26,CN,1636773999
Tahe,52.3333,124.7333,29.59,50,17,3.02,CN,1636774000
Zapolyarnyy,69.4154,30.8136,7.88,88,74,4.32,RU,1636774000
Rawson,-43.3002,-65.1023,57.09,93,98,9.1,AR,1636774001
San Francisco,37.7749,-122.4194,65.53,82,1,1.99,US,1636773662
Sitka,57.0531,-135.33,42.69,75,90,24.16,US,1636774002
Boguchany,58.3814,97.4531,5.52,98,99,1.28,RU,1636774002
Los Llanos de Aridane,28.6585,-17.9182,62.35,80,75,8.99,ES,1636774003
Airai,-8.9266,125.4092,73.17,72,100,1.36,TL,1636774003
Pascagoula,30.3658,-88.5561,57.25,99,1,0.0,US,1636774005
La Palma,33.8464,-118.0467,84.2,35,1,0.0,US,1636774005
Sémbé,1.6481,14.5806,70.52,97,86,1.63,CG,1636774006
Cidreira,-30.1811,-50.2056,64.6,66,91,16.78,BR,1636774006
Eenhana,-17.4667,16.3333,72.57,57,100,7.61,NA,1636774007
Olinda,-8.0089,-34.8553,80.33,78,40,8.05,BR,1636774007
Saint-Pierre,-21.3393,55.4781,79.57,53,0,3.44,RE,1636774007
Korla,41.7597,86.1469,33.49,32,0,3.33,CN,1636774008
Marystown,47.1666,-55.1483,35.85,100,40,1.79,CA,1636774008
Bonthe,7.5264,-12.505,77.34,87,89,4.32,SL,1636774009
Itoman,26.1247,127.6694,71.62,57,75,10.36,JP,1636774009
Trelew,-43.249,-65.3051,58.39,91,100,6.8,AR,1636774010
Guánica,17.9716,-66.908,80.2,82,100,1.99,PR,1636774010
Beruwala,6.4788,79.9828,83.17,73,15,7.54,LK,1636774011
Ridgecrest,35.6225,-117.6709,68.43,29,1,5.75,US,1636774000
Florianópolis,-27.6146,-48.5012,66.43,89,75,1.14,BR,1636773854
Corpus Christi,27.8006,-97.3964,73.4,88,20,3.0,US,1636774011
Rudnogorsk,57.2639,103.7519,13.82,89,89,2.57,RU,1636774012
Acaraú,-2.8856,-40.12,79.72,79,16,11.05,BR,1636774012
Rio Grande,-32.035,-52.0986,64.02,57,100,17.54,BR,1636774013
Santa Rosa de Aguán,15.95,-85.7167,78.46,82,3,3.56,HN,1636774013
Nemuro,43.3236,145.575,52.23,63,7,8.16,JP,1636774014
Itararé,-24.1125,-49.3317,55.94,79,88,11.27,BR,1636774014
Provideniya,64.3833,-173.3,16.54,94,81,3.51,RU,1636774015
Pacific Grove,36.6177,-121.9166,66.45,88,1,1.99,US,1636774015
Tual,-5.6667,132.75,82.98,74,100,1.54,ID,1636774016
Palmer,42.1584,-72.3287,49.39,84,20,0.0,US,1636774016
Wukari,7.85,9.7833,76.53,75,83,4.41,NG,1636774017
Kachug,53.9606,105.8817,25.5,77,87,2.98,RU,1636774017
Isangel,-19.55,169.2667,86.11,70,75,0.0,VU,1636774018
Karaman Province,37.0833,33.25,35.19,50,80,1.07,TR,1636774018
Port Hedland,-20.3167,118.5667,95.05,8,63,11.5,AU,1636774019
Anju,39.6178,125.6647,46.02,46,1,5.08,KP,1636774019
Moïssala,8.3404,17.7663,74.71,64,10,4.29,TD,1636774019
Khed,17.7167,73.3833,79.83,56,89,2.91,IN,1636774020
Neustrelitz,53.3667,13.0833,38.91,85,100,6.69,DE,1636774020
Nuquí,5.7125,-77.2708,76.62,89,90,3.96,CO,1636774021
Kalakamati,-20.5929,27.3121,70.03,60,6,9.51,BW,1636774021
Wad Medani,14.4012,33.5199,77.81,17,0,10.38,SD,1636774022
Liverpool,53.4106,-2.9779,54.28,89,75,7.0,GB,1636773990
Swellendam,-34.0226,20.4417,59.32,80,8,3.18,ZA,1636774022
Thunder Bay,48.4001,-89.3168,33.3,88,90,10.36,CA,1636773783
Cervo,43.6702,-7.4101,51.19,88,58,3.53,ES,1636774023
Leesburg,39.1157,-77.5636,52.43,81,1,4.0,US,1636774024
Kaputa,-8.4689,29.6619,71.8,68,99,4.27,ZM,1636774024
Ixtapa,20.7,-105.2,78.03,83,1,0.0,MX,1636774025
Kungurtug,50.5994,97.5228,21.56,61,100,0.58,RU,1636774025
Fare,-16.7,-151.0167,78.71,66,85,10.22,PF,1636774025
Drumnadrochit,57.3344,-4.4799,49.78,95,69,4.47,GB,1636774026
Sauda,59.6506,6.3542,50.68,83,100,8.68,NO,1636774026
Port Elizabeth,-33.918,25.5701,55.69,94,0,4.61,ZA,1636773945
Capinópolis,-18.6819,-49.5697,71.78,83,94,6.64,BR,1636774028
Souillac,-20.5167,57.5167,78.37,83,40,3.44,MU,1636774028
Tommot,58.9564,126.2925,14.74,88,100,8.1,RU,1636774029
Gamba,-2.65,10.0,76.73,91,100,3.83,GA,1636774029
Río Gallegos,-51.6226,-69.2181,48.25,61,0,3.44,AR,1636774030
Rocha,-34.4833,-54.3333,51.17,88,39,5.93,UY,1636774030
Urla,38.3229,26.764,55.2,43,97,2.37,TR,1636774031
Suntar,62.1444,117.6319,-1.34,80,23,4.27,RU,1636774031
Redlands,34.0556,-117.1825,79.63,26,1,3.44,US,1636774032
Buraidah,26.326,43.975,57.65,41,92,8.9,SA,1636774032
Flinders,-34.5833,150.8552,61.88,66,100,20.49,AU,1636774033
Pechenga,69.5259,31.1703,9.46,86,73,4.79,RU,1636774033
Srednekolymsk,67.45,153.6833,2.52,96,100,4.03,RU,1636774033
Ambanja,-13.6833,48.45,76.93,89,43,2.33,MG,1636774034
Calama,-22.4667,-68.9333,54.09,19,77,6.91,CL,1636773847
Tongren,27.7172,109.1853,61.43,61,30,2.42,CN,1636774035
Mangan,27.5167,88.5333,68.25,50,52,3.98,IN,1636774035
Sānchor,24.7553,71.7722,75.2,25,4,1.25,IN,1636774036
Ilulissat,69.2167,-51.1,8.62,47,100,17.27,GL,1636774036
Abu Samrah,35.3029,37.1841,55.0,38,29,7.23,SY,1636774037
Gijón,43.5357,-5.6615,54.86,89,48,3.09,ES,1636773984
Belaya Gora,68.5333,146.4167,7.18,96,100,7.47,RU,1636774037
Gold Coast,-28.0,153.4333,82.24,34,0,14.0,AU,1636774038
Djibouti,11.5,42.5,78.22,71,94,14.54,DJ,1636774038
Joigny,47.9829,3.401,50.81,88,96,11.07,FR,1636774039
Doha,25.2867,51.5333,73.38,76,0,8.05,QA,1636773926
Iwanai,42.9744,140.5089,47.73,62,95,13.56,JP,1636774039
San Ignacio,17.1561,-89.0714,75.34,88,75,0.0,BZ,1636774040
La Libertad,-2.2333,-80.9,68.61,82,85,10.13,EC,1636774040
Mildura,-34.2,142.15,63.07,42,75,14.97,AU,1636774041
Saint George,37.1041,-113.5841,63.36,44,1,1.01,US,1636773954
Champaign,40.1334,-88.2001,36.03,81,90,4.0,US,1636773924
Cabedelo,-6.9811,-34.8339,75.87,79,82,14.05,BR,1636774041
Pangody,65.85,74.4859,12.99,96,100,7.74,RU,1636774042
Tateyama,34.9833,139.8667,65.14,48,2,8.1,JP,1636774043
Valparaíso,-33.0393,-71.6273,56.84,67,0,2.3,CL,1636774043
Lüderitz,-26.6481,15.1594,63.41,68,26,17.56,NA,1636774043
Bagdarin,54.4333,113.6,23.25,63,19,2.3,RU,1636774044
Cherskiy,68.75,161.3,12.67,95,100,5.37,RU,1636774045
General Roca,-39.0333,-67.5833,61.2,82,100,13.0,AR,1636774045
Hualmay,-11.0964,-77.6139,63.84,84,99,10.22,PE,1636774046
Cockburn Town,21.4612,-71.1419,81.77,78,10,15.55,TC,1636774046
Viedma,-40.8135,-62.9967,69.24,58,100,11.74,AR,1636774046
Shubarshi,48.5872,57.1869,30.51,37,100,19.71,KZ,1636774047
Havelian,34.0536,73.1657,55.83,32,29,5.7,PK,1636774047
Itarema,-2.9248,-39.9167,79.99,78,20,10.96,BR,1636774048
Taree,-31.9,152.4667,73.26,33,40,24.16,AU,1636774048
Awjilah,29.1081,21.2869,62.83,55,2,7.11,LY,1636774048
Vilhena,-12.7406,-60.1458,67.69,99,96,3.11,BR,1636774049
Berea,41.3662,-81.8543,47.28,71,90,1.01,US,1636774051
Inírida,3.8653,-67.9239,73.8,93,100,0.58,CO,1636774051
Santa Cruz del Sur,20.7147,-77.9956,76.95,84,91,6.8,CU,1636774051
Yankton,42.8711,-97.3973,28.65,74,90,19.57,US,1636774052
Hambantota,6.1241,81.1185,84.54,79,20,5.75,LK,1636774052
Port-Cartier,50.0334,-66.8654,32.76,99,100,18.43,CA,1636774053
College,64.8569,-147.8028,2.59,80,90,0.0,US,1636773938
Poya,-21.35,165.15,86.59,56,60,6.2,NC,1636774053
Birin,26.8865,88.0718,58.44,60,51,2.48,NP,1636774054
Tautira,-17.7333,-149.15,82.42,63,23,10.45,PF,1636774054
Paka,4.6374,103.4368,87.73,74,40,3.44,MY,1636774055
Bukachacha,52.9833,116.9167,27.19,64,10,2.08,RU,1636774055
Tāndā,26.55,82.65,70.99,50,5,0.98,IN,1636774055
Lander,42.833,-108.7307,45.81,57,1,3.98,US,1636774056
The Valley,18.217,-63.0578,82.09,71,86,20.96,AI,1636774056
Vestmannaeyjar,63.4427,-20.2734,41.85,80,100,29.82,IS,1636774057
Departamento de Maldonado,-34.6667,-54.9167,56.59,85,20,7.58,UY,1636773807
Muriti,-1.9833,32.9167,75.33,68,38,14.54,TZ,1636774057
São Filipe,14.8961,-24.4956,75.7,74,37,8.46,CV,1636774058
Belém de São Francisco,-8.7539,-38.9658,77.94,70,82,18.41,BR,1636774059
Xuanzhou,30.9525,118.7553,62.91,37,44,4.99,CN,1636774059
Caucayá,-0.1934,-74.7819,74.19,77,100,1.28,CO,1636774059
Osoyoos,49.0331,-119.4524,47.16,86,100,2.3,CA,1636774060
Kumluca,36.3703,30.2869,62.42,24,100,5.32,TR,1636774060
Yandyki,45.7691,47.1258,39.72,87,86,12.64,RU,1636774061
Boa Vista,2.8197,-60.6733,82.38,69,75,10.36,BR,1636774061
Vao,-22.6667,167.4833,75.85,80,4,10.29,NC,1636774061
